1.0849875279799777E-52	1.0	4.0196008329500446E-67	1.9022337378164644E-56	
2.055747777670035E-48	1.0	1.0206381633682073E-65	1.2694849005890463E-37	
5.512877786956736E-53	5.974662052643001E-72	1.0	6.373951808122805E-32	
2.3391173946265874E-72	9.363750964671032E-83	1.0	2.066594118928948E-59	
5.242448268009805E-86	2.1565107831475175E-118	1.0	8.603338497717473E-89	
1.0	2.252493463881315E-91	4.5362332678043964E-32	1.5483604883845397E-72	
2.0280450428521356E-113	0.041851686905966	1.2304001537741141E-204	0.9581483130940341	
1.0	1.4678321153719673E-58	4.26379273375219E-205	1.8398701662956285E-44	
0.502950507224085	1.8364631114906663E-57	0.40356924396615823	0.09348024880975676	
9.539777848282199E-32	1.468917486888113E-88	0.009573158254927215	0.9904268417450728	
0.8919724984105101	2.8154949738415367E-62	0.10802750158948993	9.09873775048046E-58	
2.0370522273502047E-40	1.842993981635139E-114	6.380848357545E-20	1.0	
1.9070738848682705E-187	0.048708099242104015	0.951291900757896	3.686505613029229E-96	
9.010814024786261E-25	4.14725313403169E-121	7.227696153504061E-46	1.0	
3.206512718256567E-111	0.1388453649067884	1.1874142635017722E-175	0.8611546350932117	
4.8769800909139174E-76	4.0161697345450404E-71	2.0895635944405986E-13	0.9999999999997911	
3.7578490133789515E-50	1.9544379786797734E-104	1.0	8.462397666665929E-99	
3.548320383020797E-105	2.068217625880668E-175	6.535661609419002E-86	1.0	
1.0	2.0379001351398448E-136	1.234054223280612E-76	5.674116379489641E-66	
0.9402249428099747	2.6918881538399216E-85	3.9068464589539755E-108	0.05977505719002543	
